"피난처 ID","시도명","시군구명","시설명","상세주소","시설면적","경도","위도","구분","구분명","관리부서"
"266","서울특별시","용산구","선린중학교 운동장","서울특별시 용산구 원효로3가 131-2","4170.0","126.9655","37.5422","1","지진실내구호소","070-8686-6400"
"267","서울특별시","용산구","성심여자중고등학교 운동장","서울특별시 용산구 원효로19길 49(원효로4가)","2006.0","126.9545","37.5338","1","지진실내구호소","02-3279-0411"
"268","서울특별시","용산구","백범김구기념관","서울특별시 용산구 임정로 26(효창동)","1492.0","126.9596","37.5438","1","지진실내구호소","02-799-3460"
"269","서울특별시","용산구","효창운동장","서울특별시 용산구 효창원로 177-15 (효창동)","11722.0","126.9611","37.5435","1","지진실내구호소","02-713-1410"
"270","서울특별시","용산구","금양초등학교 운동장","서울특별시 용산구 효창원로 137(효창동)","2622.0","126.9612","37.5403","1","지진실내구호소","02-704-2901"
"271","서울특별시","용산구","솔밭어린이공원(용산열린정원)","서울특별시 용산구 한강로1가 47","2090.0","126.9735","37.5374","1","지진실내구호소","02-2199-7605"
"272","서울특별시","용산구","용산초등학교 운동장","서울특별시 용산구 한강로2가 1-0","1450.0","126.9723","37.5353","1","지진실내구호소","02-795-0782"
"273","서울특별시","용산구","기와터공원","서울특별시 용산구 한강로3가 63-388","2225.0","126.9693","37.5259","1","지진실내구호소","02-2199-7605"
"274","서울특별시","용산구","용산철도고등학교 운동장","서울특별시 용산구 서빙고로 24(한강로3가)","4999.0","126.9676","37.524","1","지진실내구호소","02-6905-7819"
"275","서울특별시","용산구","꿈나무공원","서울특별시 용산구 이촌로 219(이촌동)","1413.0","126.9718","37.5208","1","지진실내구호소","02-2199-7605"
"276","서울특별시","용산구","이촌한우리공원","서울특별시 용산구 이촌동 437","4325.0","126.9813","37.5176","1","지진실내구호소","02-2199-7605"
"277","서울특별시","용산구","용강중학교 운동장","서울특별시 용산구 이촌로65가길 91(이촌동)","198.0","126.9765","37.5208","1","지진실내구호소","070-7575-4278"
"278","서울특별시","용산구","중경고등학교 운동장","서울특별시 용산구 이촌로84길 34(이촌동)","755.0","126.9755","37.5173","1","지진실내구호소","02-793-4371"
"279","서울특별시","용산구","라틴아메리카공원","서울특별시 용산구 이태원동 258-467","635.0","126.9971","37.5407","1","지진실내구호소","02-2199-7602"
"280","서울특별시","용산구","소월길 어린이공원","서울특별시 용산구 이태원동 463","570.0","126.9892","37.5435","1","지진실내구호소","02-2199-7605"
"281","서울특별시","용산구","이태원 마을숲 소공원","서울특별시 용산구 이태원동 260-93","661.0","126.9915","37.5412","1","지진실내구호소","02-2199-7605"
"282","서울특별시","용산구","이태원 어린이공원","서울특별시 용산구 회나무로6길 11-8 (이태원동)","2692.0","126.9892","37.5382","1","지진실내구호소","02-2199-7605"
"283","서울특별시","용산구","용산구청(광장)","서울특별시 용산구 녹사평대로 150(이태원동)","2300.0","126.9897","37.5327","1","지진실내구호소","02-2199-6316"
"284","서울특별시","용산구","보광초등학교 운동장","서울특별시 용산구 우사단로 20(이태원동)","3197.0","126.9966","37.5321","1","지진실내구호소","02-795-2549"
"285","서울특별시","용산구","이태원초등학교 운동장","서울특별시 용산구 이태원동 406","1408.0","126.9879","37.5356","1","지진실내구호소","02-793-6056"
"286","서울특별시","용산구","독서당어린이공원","서울특별시 용산구 한남동 1-32","702.0","127.0124","37.5344","1","지진실내구호소","02-2199-7605"
"287","서울특별시","용산구","응봉근린공원(매봉산공원)","서울특별시 용산구 한남동 726-181","4141.0","127.0029","37.5456","1","지진실내구호소","02-2199-7594"
"288","서울특별시","용산구","한남어린이공원","서울특별시 용산구 한남동 15-5","490.0","127.0138","37.5372","1","지진실내구호소","02-2199-7605"
"289","서울특별시","용산구","한남동공영주차장","서울특별시 용산구 이태원로 224-19 (한남동)","1051.0","127.0002","37.5348","1","지진실내구호소","02-749-3633"
"290","서울특별시","용산구","한남초등학교 운동장","서울특별시 용산구 한남대로 112(한남동)","9810.0","127.0049","37.539","1","지진실내구호소","02-749-2373"
"291","서울특별시","용산구","서빙고초등학교 운동장","서울특별시 용산구 서빙고로51길 14(서빙고동)","7720.0","126.9915","37.5212","1","지진실내구호소","02-795-9282"
"292","서울특별시","용산구","한강중학교 운동장","서울특별시 용산구 녹사평대로 73(서빙고동)","8720.0","126.9916","37.5242","1","지진실내구호소","02-794-1791"
"293","서울특별시","용산구","달맞이공원","서울특별시 용산구 보광동 231-17","634.0","126.998","37.5279","1","지진실내구호소","02-2199-7602"
"294","서울특별시","성동구","꽃재어린이공원","서울특별시 성동구 하왕십리동 560","2900.0","127.0283","37.5674","1","지진실내구호소","02-2286-5655"
"295","서울특별시","성동구","무학봉근린공원","서울특별시 성동구 하왕십리동 890-243","28845.0","127.0265","37.5623","1","지진실내구호소","02-2286-5657"
"296","서울특별시","성동구","도선고등학교 운동장","서울특별시 성동구 마장로 156(하왕십리동)","2730.0","127.027","37.5663","1","지진실내구호소","070-4440-0894"
"297","서울특별시","성동구","무학초등학교 운동장","서울특별시 성동구 무학봉15길 21(하왕십리동)","3791.0","127.0299","37.5627","1","지진실내구호소","02-2290-3274"
"298","서울특별시","성동구","숭신초등학교 운동장","서울특별시 성동구 마장로 161(하왕십리동)","434.0","127.0275","37.5674","1","지진실내구호소","02-2233-3976"
"299","서울특별시","성동구","도선어린이공원","서울특별시 성동구 무학로8길 8(홍익동)","2232.0","127.0315","37.5654","1","지진실내구호소","02-2286-5655"
"300","서울특별시","성동구","성동구보건소 주차장","서울특별시 성동구 마장로23길 10(홍익동)","570.0","127.0329","37.567","1","지진실내구호소","02-2286-7102"
"301","서울특별시","성동구","왕십리문화공원","서울특별시 성동구 도선동 35-2","1315.0","127.0352","37.5617","1","지진실내구호소","02-2286-5664"
"302","서울특별시","성동구","동마장공원","서울특별시 성동구 마장로42길 13(마장동)","1090.0","127.0457","37.566","1","지진실내구호소","02-2286-5655"
"303","서울특별시","성동구","동마중학교 운동장","서울특별시 성동구 마조로11길 18(마장동)","3105.0","127.0398","37.5623","1","지진실내구호소","02-2294-6085"
"304","서울특별시","성동구","동명초등학교 운동장","서울특별시 성동구 마장로29길 29(마장동)","4256.0","127.0357","37.5683","1","지진실내구호소","02-2299-5125"
"305","서울특별시","성동구","마장중학교 운동장","서울특별시 성동구 마장로35나길 31(마장동)","3280.0","127.0412","37.5685","1","지진실내구호소","02-2282-2944"
"306","서울특별시","성동구","마장초등학교 운동장","서울특별시 성동구 마장로35나길 31(마장동)","2064.0","127.0422","37.5679","1","지진실내구호소","02-2292-1834"
"307","서울특별시","성동구","거주자우선주차장(사근동)","서울특별시 성동구 사근동 282-2","2063.0","127.0473","37.565","1","지진실내구호소","02-2286-5713"
"308","서울특별시","성동구","사근초등학교 운동장","서울특별시 성동구 사근동11길 16(사근동)","2200.0","127.0479","37.5625","1","지진실내구호소","02-2292-0039"
"309","서울특별시","성동구","한양대사범대학부속중학교 운동장","서울특별시 성동구 마조로 42(사근동)","7788.0","127.0421","37.5609","1","지진실내구호소","02-2200-3502"
"310","서울특별시","성동구","한양여자대학교 운동장","서울특별시 성동구 살곶이길 200(사근동)","2270.0","127.0498","37.558","1","지진실내구호소","02-2290-2702"
"311","서울특별시","성동구","무지개 텃밭","서울특별시 성동구 행당동 76-3","6041.0","127.0411","37.5539","1","지진실내구호소","02-2286-6145"
"312","서울특별시","성동구","소월아트홀 광장","서울특별시 성동구 왕십리로 281(행당동)","2506.0","127.0363","37.5591","1","지진실내구호소","02-2286-5202"
"313","서울특별시","성동구","왕십리광장","서울특별시 성동구 행당동 192-3","10067.0","127.0372","37.5615","1","지진실내구호소","02-2286-5193"
"314","서울특별시","성동구","한양광장","서울특별시 성동구 행당동 20-2","2386.0","127.0399","37.5581","1","지진실내구호소","02-2286-5195"
"315","서울특별시","성동구","덕수고등학교 운동장","서울특별시 성동구 왕십리로 199(행당동)","8640.0","127.0422","37.5552","1","지진실내구호소","02-2292-5707"
"316","서울특별시","성동구","무학여자고등학교 운동장","서울특별시 성동구 고산자로 197(행당동)","2600.0","127.0332","37.5576","1","지진실내구호소","02-2200-1882"
"317","서울특별시","성동구","무학중학교 운동장","서울특별시 성동구 고산자로 197(행당동)","1800.0","127.0322","37.5573","1","지진실내구호소","070-5129-4004"
"318","서울특별시","성동구","행당중학교 운동장","서울특별시 성동구 행당동 66-3","10048.0","127.0425","37.5541","1","지진실내구호소","02-2293-6721"
"319","서울특별시","성동구","행당초등학교 운동장","서울특별시 성동구 고산자로8길 6(행당동)","3705.0","127.0345","37.557","1","지진실내구호소","02-2293-4539"
"320","서울특별시","성동구","응봉동둔치 체육공원","서울특별시 성동구 응봉동 9-5","34800.0","127.0372","37.5516","1","지진실내구호소","02-2286-5818"
"321","서울특별시","성동구","광희중학교 운동장","서울특별시 성동구 독서당로62길 46(응봉동)","3927.0","127.0346","37.5514","1","지진실내구호소","02-2298-0250"
"322","서울특별시","성동구","응봉초등학교 운동장","서울특별시 성동구 독서당로62길 28(응봉동)","3905.0","127.0335","37.5497","1","지진실내구호소","02-2281-0853"
"323","서울특별시","성동구","독서당공원","서울특별시 성동구 금호로 100(금호동1가, 벽산아파트)","2852.0","127.0289","37.5502","1","지진실내구호소","02-2286-5656"
"324","서울특별시","성동구","금북초등학교 운동장","서울특별시 성동구 행당로1길 13(금호동1가)","1719.0","127.0234","37.5569","1","지진실내구호소","02-2299-5302"
"325","서울특별시","성동구","금호고등학교 운동장","서울특별시 성동구 금호로 118(금호동1가)","1500.0","127.0236","37.5532","1","지진실내구호소","02-2022-0808"
"326","서울특별시","성동구","금호초등학교 운동장","서울특별시 성동구 무수막길 69(금호동2가)","2178.0","127.0202","37.5524","1","지진실내구호소","02-2238-3906"
"327","서울특별시","성동구","금호근린공원","서울특별시 성동구 금호동3가 1266-2","13467.0","127.0191","37.5493","1","지진실내구호소","02-2286-6060"
"328","서울특별시","성동구","달맞이공원","서울특별시 성동구 금호동4가 367-1","9246.0","127.0203","37.545","1","지진실내구호소","02-2286-5653"
"329","서울특별시","성동구","금옥초등학교 운동장","서울특별시 성동구 독서당로 251(금호동4가)","1246.0","127.0179","37.5466","1","지진실내구호소","02-2297-0058"
"330","서울특별시","성동구","옥수초등학교 운동장","서울특별시 성동구 금호로1길 25(금호동4가)","2521.0","127.0221","37.5459","1","지진실내구호소","02-2297-0020"
"331","서울특별시","성동구","매봉소공원","서울특별시 성동구 옥수동 561-1","2516.0","127.0111","37.5457","1","지진실내구호소","02-2286-5656"
"332","서울특별시","성동구","동호초등학교 운동장","서울특별시 성동구 매봉길 49-35 (옥수동)","990.0","127.0102","37.5462","1","지진실내구호소","02-2299-8370"
"333","서울특별시","성동구","옥정중학교 운동장","서울특별시 성동구 한림말길 11(옥수동)","3189.0","127.0127","37.5414","1","지진실내구호소","02-6021-2101"
"334","서울특별시","성동구","옥정초등학교 운동장","서울특별시 성동구 한림말길 43(옥수동)","2006.0","127.0157","37.5416","1","지진실내구호소","02-2297-0023"
"335","서울특별시","성동구","서울숲공원","서울특별시 성동구 뚝섬로 273(성수동1가)","22178.0","127.0373","37.5445","1","지진실내구호소","02-460-2905"
"336","서울특별시","성동구","성원어린이 공원","서울특별시 성동구 상원10길 21(성수동1가)","633.0","127.05","37.5502","1","지진실내구호소","02-2286-5656"
"337","서울특별시","성동구","경동초등학교 운동장","서울특별시 성동구 성수일로 34(성수동1가)","2849.0","127.0508","37.5427","1","지진실내구호소","02-6902-2700"
"338","서울특별시","성동구","경일고등학교 운동장","서울특별시 성동구 성수일로 27(성수동1가)","4240.0","127.0477","37.5432","1","지진실내구호소","02-463-6287"
"339","서울특별시","성동구","경일초등학교 운동장","서울특별시 성동구 뚝섬로 332(성수동1가)","2245.0","127.0469","37.5403","1","지진실내구호소","02-2086-6200"
"340","서울특별시","성동구","성수중학교 운동장","서울특별시 성동구 서울숲길 18(성수동1가)","2596.0","127.0386","37.5479","1","지진실내구호소","02-463-4993"
"341","서울특별시","성동구","성삼공원","서울특별시 성동구 성수동2가 273-11","578.0","127.0601","37.542","1","지진실내구호소","02-2286-5653"
"342","서울특별시","성동구","성수공원","서울특별시 성동구 성수동2가 302-25","1238.0","127.0524","37.5447","1","지진실내구호소","02-2286-5657"
"343","서울특별시","성동구","향림공원","서울특별시 성동구 성수동2가 289-28","248.0","127.0534","37.5467","1","지진실내구호소","02-2286-5656"
"344","서울특별시","성동구","경수중학교 운동장","서울특별시 성동구 뚝섬로13길 14(성수동2가)","2739.0","127.0583","37.5391","1","지진실내구호소","02-6710-2820"
"345","서울특별시","성동구","경수초등학교 운동장","서울특별시 성동구 뚝섬로13길 22(성수동2가)","3280.0","127.0582","37.5399","1","지진실내구호소","02-498-5125"
"346","서울특별시","성동구","성수공업고등학교 운동장","서울특별시 성동구 뚝섬로 365(성수동2가)","1767.0","127.0512","37.5402","1","지진실내구호소","070-4088-7604"
"347","서울특별시","성동구","성수초등학교 운동장","서울특별시 성동구 아차산로17길 21(성수동2가)","1560.0","127.0638","37.544","1","지진실내구호소","02-464-5004"
"348","서울특별시","성동구","성원중학교 운동장","서울특별시 성동구 성덕정9가길 13(성수동2가)","3435.0","127.0516","37.5391","1","지진실내구호소","02-3408-2553"
"349","서울특별시","성동구","송정체육공원","서울특별시 성동구 송정동 73-254","3350.0","127.0673","37.5532","1","지진실내구호소","02-2286-5818"
"350","서울특별시","성동구","송원초등학교 운동장","서울특별시 성동구 동일로43길 9(송정동)","738.0","127.0692","37.5539","1","지진실내구호소","02-469-5071"
"351","서울특별시","성동구","용답근린공원(용답휴식공원)","서울특별시 성동구 용답동 128-3","6046.0","127.0475","37.5699","1","지진실내구호소","02-2286-5657"
"352","서울특별시","성동구","용답토속공원","서울특별시 성동구 천호대로 336(용답동)","4832.0","127.0568","37.5632","1","지진실내구호소","02-2286-5664"
"353","서울특별시","성동구","중랑물재생센터","서울특별시 성동구 자동차시장3길 64(용답동)","4500.0","127.0641","37.56","1","지진실내구호소","02-2211-2688"
"354","서울특별시","성동구","용답초등학교 운동장","서울특별시 성동구 용답25길 1(용답동)","6034.0","127.0541","37.5603","1","지진실내구호소","02-2245-2717"
"355","서울특별시","광진구","대원외국어고등학교 운동장","서울특별시 광진구 용마산로22길 26(중곡동)","3306.0","127.089","37.5629","1","지진실내구호소","02-450-7483"
"356","서울특별시","광진구","용곡중학교 운동장","서울특별시 광진구 용마산로22길 76(중곡동)","2117.0","127.0888","37.5656","1","지진실내구호소","02-457-7225"
"357","서울특별시","광진구","용곡초등학교 운동장","서울특별시 광진구 용마산로22길 82(중곡동)","4432.0","127.0885","37.5667","1","지진실내구호소","02-452-2621"
"358","서울특별시","광진구","용마초등학교 운동장","서울특별시 광진구 천호대로113길 10(중곡동)","3583.0","127.0841","37.5578","1","지진실내구호소","02-3436-4016"
"359","서울특별시","광진구","중광초등학교 운동장","서울특별시 광진구 긴고랑로13길 59(중곡동)","653.0","127.0826","37.565","1","지진실내구호소","02-465-0937"
"360","서울특별시","광진구","중마초등학교 운동장","서울특별시 광진구 동일로72길 43(중곡동)","2088.0","127.0798","37.5657","1","지진실내구호소","02-466-1009"
"361","서울특별시","광진구","서울특별시 광진구 광나루로36길 47(구의동) 238-1","서울특별시 광진구 구의동 238-1","400.0","127.0865","37.5423","1","지진실내구호소","02-2049-1577"
"362","서울특별시","광진구","광진초등학교 운동장","서울특별시 광진구 자양로40길 41(구의동)","1062.0","127.0908","37.5476","1","지진실내구호소","02-458-6855"
"363","서울특별시","광진구","구남초등학교 운동장","서울특별시 광진구 구의강변로 69(구의동)","2356.0","127.0922","37.5366","1","지진실내구호소","02-453-8924"
"364","서울특별시","광진구","동국대학교 사범대학부속 여자중고등학교 운동장","서울특별시 광진구 광나루로36길 47(구의동)","6100.0","127.0868","37.5426","1","지진실내구호소","02-2049-1577"
"365","서울특별시","광진구","동의초등학교 운동장","서울특별시 광진구 영화사로 111(구의동)","3826.0","127.0984","37.5535","1","지진실내구호소","02-447-2709"
"366","서울특별시","광진구","광진구민체육센터","서울특별시 광진구 광장동 318","1806.0","127.1071","37.5463","1","지진실내구호소","02-2049-4842"
"367","서울특별시","광진구","광남고등학교 운동장","서울특별시 광진구 아차산로70길 17-16 (광장동)","1784.0","127.1023","37.5411","1","지진실내구호소","02-2204-8861"
"368","서울특별시","광진구","광남중학교 운동장","서울특별시 광진구 아차산로70길 17-62 (광장동)","2845.0","127.1016","37.5401","1","지진실내구호소","02-456-8792"
"369","서울특별시","광진구","광남초등학교 운동장","서울특별시 광진구 아차산로70길 35(광장동)","3048.0","127.101","37.5408","1","지진실내구호소","02-455-3485"
"370","서울특별시","광진구","광장중학교 운동장","서울특별시 광진구 광장로1길 1(광장동)","1866.0","127.1012","37.5468","1","지진실내구호소","02-452-0744"
"371","서울특별시","광진구","광장초등학교 운동장","서울특별시 광진구 광장로1길 27(광장동)","2452.0","127.1014","37.5481","1","지진실내구호소","02-2139-1600"
"372","서울특별시","광진구","양진초등학교 운동장","서울특별시 광진구 워커힐로 32(광장동)","1184.0","127.0977","37.5444","1","지진실내구호소","02-454-9139"
"373","서울특별시","광진구","광양고등학교 운동장","서울특별시 광진구 자양로3가길 31(자양동)","4669.0","127.0855","37.5291","1","지진실내구호소","02-450-7158"
"374","서울특별시","광진구","광양중학교 운동장","서울특별시 광진구 자양로3길 7(자양동)","3233.0","127.086","37.5302","1","지진실내구호소","02-2289-4152"
"375","서울특별시","광진구","광진중학교 운동장","서울특별시 광진구 뚝섬로64길 45(자양동)","4388.0","127.0896","37.5315","1","지진실내구호소","02-450-7158"
"376","서울특별시","광진구","동자초등학교 운동장","서울특별시 광진구 뚝섬로 561(자양동)","3698.0","127.0725","37.5345","1","지진실내구호소","02-444-1348"
"377","서울특별시","광진구","성동초등학교 운동장","서울특별시 광진구 자양로4길 63(자양동)","2779.0","127.0896","37.5328","1","지진실내구호소","02-450-7158"
"378","서울특별시","광진구","성자초등학교 운동장","서울특별시 광진구 뚝섬로56길 7(자양동)","1472.0","127.0831","37.531","1","지진실내구호소","02-2161-6580"
"379","서울특별시","광진구","신양중학교 운동장","서울특별시 광진구 자양강변길 73(자양동)","3198.0","127.0635","37.5331","1","지진실내구호소","02-461-1832"
"380","서울특별시","광진구","신양초등학교 운동장","서울특별시 광진구 능동로 42(자양동)","2344.0","127.0693","37.5344","1","지진실내구호소","02-2201-8082"
"381","서울특별시","광진구","신자초등학교 운동장","서울특별시 광진구 뚝섬로46길 64(자양동)","2261.0","127.0754","37.5299","1","지진실내구호소","02-450-5673"
"382","서울특별시","광진구","양남초등학교 운동장","서울특별시 광진구 뚝섬로64길 71(자양동)","3580.0","127.0896","37.5305","1","지진실내구호소","02-452-8110"
"383","서울특별시","광진구","자양고등학교 운동장","서울특별시 광진구 뚝섬로37길 28(자양동)","4183.0","127.0727","37.5352","1","지진실내구호소","02-2049-4273"
"384","서울특별시","광진구","자양중학교 운동장","서울특별시 광진구 뚝섬로41길 33(자양동)","4150.0","127.0746","37.535","1","지진실내구호소","02-454-5919"
"385","서울특별시","광진구","자양초등학교 운동장","서울특별시 광진구 아차산로44길 26(자양동)","910.0","127.0797","37.5367","1","지진실내구호소","02-457-2244"
"386","서울특별시","광진구","건국대부속중학교 운동장","서울특별시 광진구 자양로 145-1 (화양동)","5794.0","127.0822","37.5407","1","지진실내구호소","02-457-0317"
"387","서울특별시","광진구","건국대학교사범대학부속고등학교 운동장","서울특별시 광진구 자양로 145-1 (화양동)","4926.0","127.0802","37.5396","1","지진실내구호소","070-7012-3603"
"388","서울특별시","광진구","구의중학교 운동장","서울특별시 광진구 광나루로30길 80(화양동)","3607.0","127.079","37.5434","1","지진실내구호소","02-457-0317"
"389","서울특별시","광진구","구의초등학교 운동장","서울특별시 광진구 광나루로30길 49(화양동)","3297.0","127.0801","37.5427","1","지진실내구호소","02-447-4110"
"390","서울특별시","광진구","화양초등학교 운동장","서울특별시 광진구 군자로 9(화양동)","1793.0","127.0712","37.5441","1","지진실내구호소","02-461-1865"
"391","서울특별시","광진구","세종초등학교 운동장","서울특별시 광진구 군자로 114(군자동)","2106.0","127.073","37.5527","1","지진실내구호소","02-3408-3405"
"392","서울특별시","광진구","장안초등학교 운동장","서울특별시 광진구 군자로 74(군자동)","2097.0","127.0718","37.55","1","지진실내구호소","02-467-6804"
"393","서울특별시","동대문구","우산각어린이공원","서울특별시 동대문구 신설동 109-4","5294.0","127.0243","37.5733","1","지진실내구호소","02-2127-4398"
"394","서울특별시","동대문구","대광고등학교 운동장","서울특별시 동대문구 신설동 53-3","4500.0","127.0237","37.5779","1","지진실내구호소","02-926-4976"
"395","서울특별시","동대문구","용두희망어린이공원","서울특별시 동대문구 용두동 715-0","1560.0","127.0263","37.58","1","지진실내구호소","02-2127-4398"
"396","서울특별시","동대문구","용두초등학교 운동장","서울특별시 동대문구 용두동 237-1","4500.0","127.0289","37.5756","1","지진실내구호소","02-927-4892"
"397","서울특별시","동대문구","방아다리어린이공원","서울특별시 동대문구 제기동 132-1","1537.0","127.0348","37.585","1","지진실내구호소","02-2127-4776"
"398","서울특별시","동대문구","성일중학교 운동장","서울특별시 동대문구 제기동 271-41","1681.0","127.0339","37.5811","1","지진실내구호소","00-4077-4337"
"399","서울특별시","동대문구","정화여자상업고등학교 운동장","서울특별시 동대문구 제기동 293-0","636.0","127.0407","37.5855","1","지진실내구호소","010-8558-8049"
"400","서울특별시","동대문구","종암초등학교 운동장","서울특별시 동대문구 제기동 1157-0","4412.0","127.0314","37.5817","1","지진실내구호소","010-2477-7993"
"401","서울특별시","동대문구","홍파초등학교 운동장","서울특별시 동대문구 고산자로 518(제기동)","907.0","127.0389","37.5861","1","지진실내구호소","02-967-8161"
"402","서울특별시","동대문구","배봉산공원 야외무대","서울특별시 동대문구 전농동 산32-20","284421.0","127.063","37.5784","1","지진실내구호소","02-2127-4776"
"403","서울특별시","동대문구","아름드리어린이공원","서울특별시 동대문구 전농동 688-7","2626.0","127.0596","37.579","1","지진실내구호소","02-2127-4398"
"404","서울특별시","동대문구","동대문중학교 운동장","서울특별시 동대문구 전농동 322-5","2031.0","127.0525","37.5742","1","지진실내구호소","02-3407-4124"
"405","서울특별시","동대문구","배봉초등학교 운동장","서울특별시 동대문구 전농동 3-111","3265.0","127.0663","37.5796","1","지진실내구호소","02-2243-6502"
"406","서울특별시","동대문구","전곡초등학교 운동장","서울특별시 동대문구 전농동 188-0","2230.0","127.0568","37.5802","1","지진실내구호소","02-2242-6548"
"407","서울특별시","동대문구","전농중학교 운동장","서울특별시 동대문구 전농동 58-1","6640.0","127.0595","37.5809","1","지진실내구호소","02-2242-6652"
"408","서울특별시","동대문구","전농초등학교 운동장","서울특별시 동대문구 전농동 298-0","2066.0","127.0545","37.5742","1","지진실내구호소","070-7123-3577"
"409","서울특별시","동대문구","전동초등학교 운동장","서울특별시 동대문구 전농동 45-41","1755.0","127.0615","37.5789","1","지진실내구호소","02-2214-6574"
"410","서울특별시","동대문구","전일중학교 운동장","서울특별시 동대문구 전농동 60-1","5600.0","127.0585","37.5812","1","지진실내구호소","02-2245-2745"
"411","서울특별시","동대문구","해성여자고등학교 운동장","서울특별시 동대문구 전농동 90-3","5900.0","127.0572","37.5812","1","지진실내구호소","02-2244-5318"
"412","서울특별시","동대문구","간데메공원","서울특별시 동대문구 답십리동 471-0","15179.0","127.0486","37.5733","1","지진실내구호소","02-21127-4776"
"413","서울특별시","동대문구","동산어린이공원","서울특별시 동대문구 답십리동 998-1","1359.0","127.0575","37.5669","1","지진실내구호소","02-2127-4398"
"414","서울특별시","동대문구","쉼터어린이공원","서울특별시 동대문구 답십리동 952-5","1695.0","127.0595","37.5647","1","지진실내구호소","02-2127-4398"
"415","서울특별시","동대문구","답십리초등학교 운동장","서울특별시 동대문구 답십리동 274-0","2550.0","127.0554","37.5683","1","지진실내구호소","02-2244-6173"
"416","서울특별시","동대문구","동답초등학교 운동장","서울특별시 동대문구 답십리동 2-24","2158.0","127.0647","37.572","1","지진실내구호소","02-2213-9820"
"417","서울특별시","동대문구","숭인중학교 운동장","서울특별시 동대문구 답십리동 463-1","1577.0","127.0442","37.5734","1","지진실내구호소","02-2215-0143"
"418","서울특별시","동대문구","신답초등학교 운동장","서울특별시 동대문구 답십리동 463-13","1942.0","127.0433","37.5728","1","지진실내구호소","02-2212-1459"
"419","서울특별시","동대문구","늘봄어린이공원","서울특별시 동대문구 장안동 343-0","1659.0","127.0723","37.5714","1","지진실내구호소","02-2127-4776"
"420","서울특별시","동대문구","안골어린이공원","서울특별시 동대문구 장안동 402-0","1652.0","127.0642","37.5653","1","지진실내구호소","02-2127-4398"
"421","서울특별시","동대문구","장일어린이공원","서울특별시 동대문구 장안동 164-1","992.0","127.0651","37.5699","1","지진실내구호소","02-2127-4398"
"422","서울특별시","동대문구","장평공원","서울특별시 동대문구 장안동 356-0","15698.0","127.074","37.5673","1","지진실내구호소","02-2127-4775"
"423","서울특별시","동대문구","군자초등학교 운동장","서울특별시 동대문구 장안동 239-2","4390.0","127.0611","37.564","1","지진실내구호소","02-2244-0488"
"424","서울특별시","동대문구","동국대학교사범대학부속고등학교 운동장","서울특별시 동대문구 장안동 328-0","7283.0","127.0751","37.5775","1","지진실내구호소","02-6913-1577"
"425","서울특별시","동대문구","안평초등학교 운동장","서울특별시 동대문구 장안동 353-1","3433.0","127.0718","37.5656","1","지진실내구호소","02-2214-0258"
"426","서울특별시","동대문구","은석초등학교 운동장","서울특별시 동대문구 장안동 328-0","2732.0","127.0752","37.5783","1","지진실내구호소","02-6937-8180"
"427","서울특별시","동대문구","장평중학교 운동장","서울특별시 동대문구 장안동 352-0","8207.0","127.0705","37.5662","1","지진실내구호소","02-2243-8283"
"428","서울특별시","동대문구","장평초등학교 운동장","서울특별시 동대문구 장안동 323-0","4157.0","127.0732","37.5733","1","지진실내구호소","02-2243-6108"
"429","서울특별시","동대문구","청량고등학교 운동장","서울특별시 동대문구 청량리동 7-0","3772.0","127.0505","37.5886","1","지진실내구호소","070-4447-0040"
"430","서울특별시","동대문구","청량중학교 운동장","서울특별시 동대문구 청량리동 14-0","5578.0","127.0514","37.5876","1","지진실내구호소","02-966-0436"
"431","서울특별시","동대문구","홍릉초등학교 운동장","서울특별시 동대문구 회기로 90(청량리동)","3968.0","127.047","37.5907","1","지진실내구호소","02-968-4701"
"432","서울특별시","동대문구","경희여자고등학교 운동장","서울특별시 동대문구 회기동 1-5","3131.0","127.051","37.5947","1","지진실내구호소","02-2250-8710"
"433","서울특별시","동대문구","경희초등학교 운동장","서울특별시 동대문구 경희대로 26(회기동)","4500.0","127.0493","37.5946","1","지진실내구호소","02-962-4300"
"434","서울특별시","동대문구","삼육초등학교 운동장","서울특별시 동대문구 회기동 102-48","2080.0","127.0478","37.5891","1","지진실내구호소","02-6452-9703"
"435","서울특별시","동대문구","청량초등학교 운동장","서울특별시 동대문구 회기동 1-1","2750.0","127.055","37.5919","1","지진실내구호소","02-962-1341"
"436","서울특별시","동대문구","전동중학교 운동장","서울특별시 동대문구 휘경동 49-295","4197.0","127.0711","37.5851","1","지진실내구호소","02-2212-9265"
"437","서울특별시","동대문구","휘경공업고등학교 운동장","서울특별시 동대문구 휘경동 49-327","3456.0","127.0698","37.5848","1","지진실내구호소","02-2216-3645"
"438","서울특별시","동대문구","휘경여자고등학교 운동장","서울특별시 동대문구 휘경동 43-7","4418.0","127.0675","37.5832","1","지진실내구호소","02-2244-8925"
"439","서울특별시","동대문구","휘경초등학교 운동장","서울특별시 동대문구 휘경동 302-2","3415.0","127.0588","37.5854","1","지진실내구호소","02-2244-4941"
"440","서울특별시","동대문구","휘봉고등학교 운동장","서울특별시 동대문구 휘경동 43-138","4048.0","127.0679","37.5865","1","지진실내구호소","02-2116-7211"
