Park_nm,Topic,Count,Name,Representation,Representative_Docs
중구_서울로7017,2,77,2_나무_식물_관리_정원,"['나무', '식물', '관리', '정원', '생각', '여름', '자라', '느낌', '마음', '장소']","['차가 다녔던 옛 고가다리를 나무들을 조성해 여유롭게 걸으며 지나다닐수 있다 한여름이었던 지금은 아직 나무들이 다 자라지 않아 마치 커다란 화분을 군데군데 놓여져 있는듯한 느낌이었지만 나무들이 크게 자라 숲을 형성해 준다면 한여름 뙤약볕은 피할수 있을듯해 걷기가 훨씬 좋을듯 하다', '하지만 높은지대는 볼 나무도 많고 뷰도 좋음', '나무가 좀 더 무성했으면 좋겠네요']"
중구_서울로7017,3,70,3_서울역_야경_바라보_코스,"['서울역', '야경', '바라보', '코스', '도로', '산책로', '빌딩', '고가', '남대문', '위치']","['서울야경을 보면서 산책하기 좋은 곳으로 세종대로, 대우빌딩, 서울역 등 수 많은 불빛들로 아름다운 서울 야경을 감상 할 수 있습니다 데이트 코스로 추천드립니다', '서울로 위에서 바라보는 서울역의 야경이 아름답고 저녁 산책으로 좋음', '서울역 앞 산책하기 너무 좋은곳']"
중구_서울로7017,4,43,4_나무_식물_서울역_고가,"['나무', '식물', '서울역', '고가', '조성', '연결', '도로', '도심', '산책로', '이야기']","['각종 식물을 심어 놓았고 산책로도 그런대로 잘 조성해 놓음 서울역 고가도로를 변형하여 고가도로 공원으로 조성한 장소임', '고가도로였던곳을 개방하여 산책로로 나무등 식물을 테마별로 거리를 조성하였으며 남대문에서 서울역까지 연결되어 있고 또한 지하철역등으로 연결되는 엘리베이터도 있어 편리하게 접근이 가능합니다 롯데마트를 비롯한 쇼핑과 식당가가 있고 서울역을 통해 각지방을 통하는 길목이라 교통', '1970년 건설된 서울역 고가도로를 2017년 사람들이 걸어다닐 수 있는 고가인도 공원으로 만들었다 해서 7017이라 명명했다 한다 회현역 5번 출구부터 만리동 까지 풀, 꽃, 나무를 나름 정리하여 심고 군데군데 안내소, 카페, 빵집, 다방, 기념품점,빌딩 연결로, 엘리베이터 를 설치하고 나무를 그늘삼아 벤치도 만들어 쉴 수 있게 하였다 각각의 나무는 입양절차를 밟아 개인에게 입양도 하는듯하다 꽃과 나무를 좋아하거나 공부하는 사람에게는 조은 쉼터이자 참고장소가 될듯 한데 유난히 덥고 가물었던 탓인지 나무들 상태가 만족스럽지는 않았다']"
중구_서울로7017,5,36,5_서울역_주변_이어지_명소,"['서울역', '주변', '이어지', '명소', '전경', '남대문', '연결', '여유', '가볍', '가까워']","['서울역 주변을 고가에서 보니 좋아요', '서울역까지 걸을 수 있어서 좋아요', '높은곳에서 서울역을 볼수 있어 좋았다']"
중구_서울로7017,6,35,6_서울역_남대문_시장_과거,"['서울역', '남대문', '시장', '과거', '현재', '도로', '지역', '교통', '회현역', '역사']","['지리상으로는 남대문시장에서 시작하여, 서울역을 거쳐 서울역 동부 지역인 회현동과 서부 지역인 중림동을 이어주고 있으며 , 공원 중간중간에 나있는 17개의 보행길로 접근할 수 있다 서울교통공사가 1호선과 4호선을 운행하는 전동차 각각 1편성씩 가장자리 칸에 한해 서울로 7017밤에 가면 서울역 환승센터와 숭례문 야경, 서울스퀘어 미디어 파사드가 보인다 서울역에서 이 길을 따라 퇴계로 쪽으로 쭉 가면 끝부분에 남산육교는 물론 회현역으로도 엘리베이터가 있어 남산과 회현동으로도 쉽게 연계된다', '남대문 시장부터 서울역까지 이어진 산책로이다', '회현역에 위치한 남대문시장과 서울역을 연결하는 고가도로로 과거에는 차가 다니는 도로였지만 현재는 내부에 나무도 심고, 여러 시설을 조성해서 도보로 걸을 수 있는 길이다 지하철로 이동 시 1정거장 거리, 서울로 7017을 통해서 걸을 경우 10- 15분정도 걸리니 선택하여 이동하면 될 듯 서울역에서 엘리베이터나 계단을 이용해 올라가면 되는데, 서울역에서 출발해 회현 -명동까지 쭉 걸을 수 있고, 반대 방향에서 출발해 서울역으로 걸어도 된다']"
중구_서울로7017,7,33,7_점심_코스_힘들_저녁,"['점심', '코스', '힘들', '저녁', '장소', '남산', '가을', '관광지', '운치', '날씨']","['점심먹고 산책하기 좋은 곳', '점심먹고 산책 한바퀴하기 좋은곳', '인근 직장인들에겐 점심식사 후 산책하기에 딱 좋은 코스다']"
중구_서울로7017,8,23,8_콘크리트_공간_시민_그늘,"['콘크리트', '공간', '시민', '그늘', '즐기', '부족', '주변', '바닥', '도심', '가볍']","['사람들이 걷는 공간이 좁기는 하지만 시민들이 쉴 수 있는 도심공간이 생긴 것이 의미있어 보입니다', '다듬어지지 않은 콘크리트의 향내가 풍기는 공간이지만, 주변을 내려다볼 수 있는 거의 유일의 공간', '산책로 들어가는 길도 좁고 불편함 녹색보다는 삭막한 회색빛 콘크리트로만 이루어진 산책로 다만 위에서 볼 수 있는 주변 경치는 좋음']"
중구_서울로7017,9,21,9_나라_날씨_예쁘_가족,"['나라', '날씨', '예쁘', '가족', '간간히', '저녁', '공연', '분위기', '버스', '조명']","[""기차를 '타고 한양구경하니 정말 좋은 시간을 보냈답니다 이제는 우리나라 좋은나라 구석구석을 많이 볼 예정입니다 늘상 좋은 일만 있기를 기도합니다~♡"", '조명도 예쁘게 들어오고 앉아 쉴 곳도 간간히 보이네요 땡볕일때보단 저녁에 둘러보기 좋네요', '길도 예쁘고 시원하며 밤이되면 간간히 이런 공연도 무료관람이 가능해요 오늘 분위기도 참 좋았어요']"
중구_서울로7017,10,20,10_서울역_주변_거리_불편,"['서울역', '주변', '거리', '불편', '안전', '개조', '보이', '고가', '나쁘', '없이']","['주변 경치도 보고, 멀리 남대문도 보이고, 옛서울역사 건물도 보고, 멀리서 찍는 사진도 멋있고, 길위를 걷는 산책코스로도 좋다 무엇보다 어렵게 시간을 많이 들여 걷던 길을 편하게 질러 갈 수 있어서 좋다 시간에 쫒길 염려없이 좁은 도로위에서 차와 마주 할 일 없고, 차위의 육교라 공기도 다른거 같다', '처음 만들었을때는 치적쌓기라고 생각했지만 지금 와서 보면 서울역 서부와 동부를 연결하는 역할도 좋고 삭막한 도시분위기에 녹지를 약간이나마 제공하는 효과도 나쁘지 않은 것 같다 안전진단에서 D등급을 받은 서울고가로를 박 전 시장이 보행로로 개조한 서울로2017', '안전상의 이유로 크게 리모델링하지 못하는 탓에 이렇다고 하는데 나무데크였으면 더 좋았을 것 같습니다 미세먼지 없는 날 거닐면 서울역 역사와 서울역버스환승센터, 그리고 주위의 도심 빌딩들을 한눈에 볼 수 있어요 다리 위에서 내려다보이는 버스 행렬과 각종 열차들이 서울의 분위기를 만들어줍니다']"
중구_서울로7017,11,13,11_행사_시장_남대문시장_출근,"['행사', '시장', '남대문시장', '출근', '음식', '제공', '볼거리', '먹거리', '남대문', '구경']","['주말에 다양한 행사를 진행해서 회현역 남대문 시장~서울역까지의 구간을 걸어다니기 좋았습니다 물건들을 판매하는 곳도 구경하기 좋았습니다', '볼거리가 많은 건 아니지만 도심이 한눈에 내려다 보이는 고가도로 산책은 나름 괜찮았음 남대문시장과 가까워 산책 후 바로 시장구경~ 아이쇼핑, 맛난 먹거리 재미짐', '식당 상점 카페등 접근 통로 조성된것은 장점임 봄 가을 직장인들 점심먹고 한적하게 산책하기 좋은 정도 가끔 문화 전시나 작은 행사 등도 있어 볼거리 제공하기도 함']"
중구_서울로7017,12,13,12_피아노_연주_연인_길목,"['피아노', '연주', '연인', '길목', '나무', '감상', '설치', '분위기', '조명', '휠체어']","['걷기좋은 서울도심의 서울로7017 중간중간 피아노 연주하시는분들도 있고 꽃과 나무도 좋고', '정말정말 좋아요 꽃또 있고 나무도 있어 괜찮아요 피아노도 있어 피아노을 칠수도있어요 산책 하기 좋을뜻 ㅎㅎ', '우리나라의 모든 종류의 나무가 예쁘게 심어져 있고, 피아노가 군데군데 놓아져 있어 누군가의 피아노 연주를 들을 수 있어요 밤에가면 조명이 매우 아름다워요']"
중구_서울로7017,13,13,13_불편_그늘_공기_기분,"['불편', '그늘', '공기', '기분', '그닥', '어려움', '그대로', '피하', '미세먼지', '보행로']","['그늘이 없고, 매연에 그대로 노출되며 시끄러워 걷기에는 추천하지 않는다', '공중산책로 색다른 경험 보행로가 좁아 불편', '비가와서 조금걷기가 불편해도 기분좋게 산책할수 있는곳']"
중랑_중랑캠핑숲중랑가족캠핑장,-1,42,-1_접근성_예약_가격_가족,"['접근성', '예약', '가격', '가족', '정리', '핑장', '가능', '산책', '가깝', '화장실']","['서울에 있어 접근성 좋은 캠핑장~ 가까워 좋지만 예약이 어렵고 요즘 공기가 너무 안좋아요~', '나무 그늘도 많고, 관리도 잘되어있고, 접근성도 좋고, 어서 10월 11월 예약이 가능해졌으면 좋겠네요', '패밀리 바베큐존 이용 우선 이용 시간 저녁9~10시 9시 정리하라고 아내 및 부담 주면서 권고함 9시 30분되면 나가라고 대놓고 말함 가격 패밀리존 5만원 가성비 너무 떨어짐 강동그린웨이캠핑장 비교했을때 가격 2배 비싸고 이용시간 강동 1박2일이용가능 5만원이면 강동은 그릴 숯 모든 대여가능 한데 비해 별루 옆 캠핑이용 숙박객 늦게까지 놀아도 바베큐존은 무조건 퇴장 조건임 이용시간 정해져 있음 다음엔 무좀건 강동 이용할것 같네요 어쩔수 없이 예약당시 강동 코로나로 운영 안해서 중랑캠장 예약했는데 가격 이용 서비스 모든면에서 불만족 같이간 지인들 부담 준다고 그냥 가자고 함 5만원주고 갈것 같은면 강동캄핑징 1박 2일 이용하고 나머지도능로 그릴대요에 숯다 구매가능하고 옆 사이트 간섭 없이 텐트도있고 대여품도…']"
중랑_중랑캠핑숲중랑가족캠핑장,0,89,0_캠핑_근처_최고_핑장,"['캠핑', '근처', '최고', '핑장', '중랑구', '가족', '산책', '감사', '도심', '괜찮']","['참 재밌는 캠핑시간~', '깨끗하고 조용한 도심 속 캠핑장으로는 최고', '캠핑도 최고, 가벼운 산책도 최고']"
중랑_중랑캠핑숲중랑가족캠핑장,1,56,1_캠핑_핑장_사이트_가능,"['캠핑', '핑장', '사이트', '가능', '즐기', '화장실', '바베큐', '주변', '거리', '주차']","['도심속에서 가족과 간단한 캠핑을 즐기기엔 괜찮은것 같아요 캠핑용 모든 장비의 대여도 가능하기때문에 참 좋은것 같아요~', '장점: 도심에 위치해서 접근성이 좋음, 사이트 바로 옆에 주차 가능, 시설이 잘 관리되어 깔끔하고 깨끗함 단점: 좁은 사이트간격, 행랑객들이 많아서 새벽까지 시끄러움, 오전11시 퇴실이라 아침에 여유가 없음, 화장실이 빈약함, 오후 7시에 매점을 닫음 총평: 술먹고 놀기 위한 야영장', '서울 시내 공원에 위치한 캠핑장, 시설도 좋고 관리도 잘 되는 편 사이트 안쪽에도 화장실과 개수대 시설은 추가로 있으며, 올해 리모델링해 시설도 깨끗합니다 사이트 간격은 좁은 편이나 바로 옆 주차 가능하며 도심속 공원 등의 이유로 장작사용은 불가능합니다']"
중랑_중랑캠핑숲중랑가족캠핑장,2,43,2_장소_사람_주차장_매점,"['장소', '사람', '주차장', '매점', '멀리', '도심', '저녁', '사용', '핑장', '가족']","['주차장 입구 복잡하다 그래도 도심 속에 여유는 한 몫', '주차장이 너무 좁은것이 흠 장소가 협소하긴 하지만 산책을 하긴 좋다', '예약하기도 힘들다고 했던얘기를 지금에서야 알겠더라고요 관리하시는 분도 다니시면서 친절하게 도와주시고 배려해주셔서 너무 감사했습니다 화장실도 방범센서가 감지된다는 멘트가 참 안심이 되더라구요 다음에도 기회가되면 또가고 싶어요 가족,연인,친구,모임장소로도 충분히 아주 좋아요 처음가는 캠핑장 근처에 살면서 이렇게 좋은곳을 지금 알았다니']"
중랑_중랑캠핑숲중랑가족캠핑장,3,25,3_장점_운동_지하철_연결,"['장점', '운동', '지하철', '연결', '주말', '캠핑', '시내', '가볍', '예약', '근교']","['지하철 양원역 연결 서울둘레길연결 캠핑장 운영', '산책코스로 운동기구도 있어서 좋고 서울근교에 가볍게운동도하고 운치도 있어서 행복합니다 감사합니다', '주말엔 예약하기힘든 중랑캠핑숲, 평일 퇴근박 다녀왔어요 지하철역 양원역에서 가까워서 좋고 일단 서울에 있다는게 가장 큰 장점👍 밤10시면 이른 매너타임 화장실이 고장나 멀리 있는 화장실까지 다녀와야하는게 좀 불편했지만 주말에 예약할수 있다면 꼭 다시 오고 싶네요🎵']"
중랑_중랑캠핑숲중랑가족캠핑장,4,12,4_친절_둘러쌓_편리_나쁘,"['친절', '둘러쌓', '편리', '나쁘', '특히', '부족', '전기', '분위기', '주차', '장소']","['다섯식구에게 공간적으로 부족한 점은 없었고 시설도 나쁘지 않았습니다', '시설도 좋고 모두가 친절해서 좋았어요', '시설 관리도 잘 되어있고, 관리해 주시는 분들도 친절합니다']"
etc_북한산국립공원,-1,205,-1_화장실_피크닉_자연_산책로,"['화장실', '피크닉', '자연', '산책로', '사람', '올라가', '공기', '가치', '가을', '등산객']","['아름다운 전망, 무서운 높이, 좋은 운동 정상(포대능선)으로 가는 길에는 끝없이 이어진 계단과 돌들이 있었다 화장실 제가 하이킹을 했던 곳에는 화장실이 여러 개 있었습니다', '화장실 고지대 화장실 없구여 올라가기전 저지대 탐방로 입구에 있는 화장실 괜찮습니다 반려견 동반 환경 반려견 입장불가 피크닉 구역 내가 앉는 곳이 피크닉 구역입니다 ㅋ', '오르막길과 내리막길 모두 화장실이 열려 있었습니다 놀이터 아니요 화장실 예 반려견 동반 환경 예 피크닉 구역 예 하이킹 코스에는 한국어와 영어로 된 표지판과 거리가 표시되어 있습니다']"
etc_북한산국립공원,0,207,0_북한_명산_시내_전망,"['북한', '명산', '시내', '전망', '도시', '축복', '접근', '바위', '도심', '장소']","['예년의 북한산 국립공원이 아닌거 같아 서글펐습니다', '북한산은 가보면 안다 너무 좋다', ""수도권 어디에서도 접근이 용이한 교통체계와 거대한 배후도시로 연평균 탐방객이 500만에 이르고 있어, '단위 면적당 가장 많은 탐방객이 찾는 국립공원'으로 기네스북에 기록되어 있다 북한산국립공원은 세계적으로 드문 도심 속의 자연공원으로, 수려한 자연경관과 다양한 문화자원이 있어 우리나라의 15번째 국립공원으로 지정되었다 북한산은 산지 전체가 도시지역으로 둘러싸여 생태적으로는 고립된 '섬' 이지만, 도시지역에 대한 '녹색허파'로서의 역할을 훌륭히 수행하며, 수도권 주민들의 자연 휴식처로 크게 이용되고 있다""]"
etc_북한산국립공원,1,175,1_올라가_운동_힘들_도심,"['올라가', '운동', '힘들', '도심', '공기', '가볍', '항상', '사람', '험하', '재밌']","['재밌고 올라가는데에는 운동화만 신고 올라가도 아무 문제없어요 참고로 정상 입니다', '올라가는 길은 험해요', '정릉코스 너무돌이 많아 올라가기가 힘들어요']"
etc_북한산국립공원,2,98,2_가치_힘들_안내소_바위,"['가치', '힘들', '안내소', '바위', '사람', '경험', '지도', '간식', '화장실', '위험']","['일부 지역은 등반하기 어렵지만, 경험과 경치를 생각하면 꼭 가볼 만한 가치가 있어요', '정릉에 있는 공원 안내소와 등산로 시작점은 홍대에서 공원 안내소까지 버스로 한 번만 가면 되니 대중교통을 이용하세요 친절한 공원 안내소에서 각 등산로 구간의 난이도를 보여주는 기본 지도를 무료로 제공해 주는데, 매우 유용합니다 표지판도 잘 되어 있지만, 바위투성이 산길을 조심해야 합니다', '경사가 심하고 바위가 미끄러워서 힘들었지만, 정상에 오르니 그만한 가치가 있었어요 친구와 함께 북한산 우이역에서 출발해서 백운대 코스를 완주하는 데 3시간 30분이 걸렸어요 등산 경험이 있거나 적어도 몸 상태가 좋은 분들께 추천드려요']"
etc_북한산국립공원,3,86,3_도시_전망_자연_산책로,"['도시', '전망', '자연', '산책로', '방문', '공기', '세계', '감상', '물소리', '접근']","['멋진 전망을 갖춘 아름다운 공원입니다 자연 속에서 시간을 보내기에 좋은 곳입니다 다양한 난이도의 여러 가지 경로가 있습니다', '훌륭한 산책로와 도시의 좋은 전망 트레일링과 하이킹을 즐길 수 있고 자연의 아름다움을 감상할 수 있는 놀라운 공원입니다 공원은 깨끗하고 넓습니다', '훌륭한 산책로, 최고의 인프라, 도시의 놀라운 전망은 꼭 방문해야 할 곳입니다']"
etc_북한산국립공원,4,21,4_성문_하산_바위_가족,"['성문', '하산', '바위', '가족', '청수', '우이동', '북한', '사모', '대동문', '보국']","['♤북한산 등산코스 백운대코스 소귀천코스 구기터널 비봉,사모바위,승가사 대나문 ♤북한산 둘레길 정릉 보국문 국민대옆 평창동길 3둘레길', '설악산과 한라산은 못~가 보았는데 서울과 경기도에 인접한 북한산에 비봉 사모바위 쪽~두리봉 대동문 대남문 등등 유명한 사찰 승가사 삼천사 진관사 등등 연인과 친구와 같이 가시길 대한민국 모든 분에게 추천합니다', '늘상 집 주변의 가까운 정릉 청수장~대성문~대동문~동장대~북한산대피소~북한산성입구 코스를 좋아합니다']"
etc_북한산국립공원,5,14,5_소요_도착_우이동_완주,"['소요', '도착', '우이동', '완주', '일출', '챙기', '선사', '출발', '안내소', '일정']","['나는 800m 정상까지 오르는 4~5시간 걷기를 선택했습니다 현장에 도착하면 안내소에 들러 영어로 된 지도를 받으세요 거기에서 귀하가 이용 가능한 시간에 따라 여행 일정을 조언해 드립니다', '총 소요시간 식사 및 사진 휴식 포함해서 3시간 40분 소요되었네요 풍경이 너무 아름답고 즐거웠던 코스였습니다 진관사 - 응봉 - 비봉 - 향로봉 코스로 다녀왔습니다', '백운대 정상에 도착하면 백운대 안내소를 따라 2시간 만에 우이동 출구까지 완주하세요 우이동 입구를 이용하거나 체력이 많이 부족한 분들을 위해 준비했습니다 정릉 입구에서는 정상까지 보통 4시간이 걸립니다']"
영등포_선유도공원,-1,355,-1_사진_가족_날씨_예쁘,"['사진', '가족', '날씨', '예쁘', '힐링', '도심', '계절', '경치', '사람', '시설']","['가을단풍으로 예쁘고 불들어온 한강 다리들로 예쁜 사진 소장가능 연인과 데이트하기엔 좋음~', '데이트하기 좋네요 사진 예쁘게 나와요', '사람도 많고 공원도 아기자기 하게 예쁘니 좋았다 날씨 좋은날에 가면 더 좋을 공원']"
영등포_선유도공원,0,344,0_사람_데이트_여유_날씨,"['사람', '데이트', '여유', '날씨', '바람', '주차', '자전거', '돗자리', '평일', '화장실']","['하늘공원, 망원시장이랑 같이 데이트코스로 가면 정말 좋을거같다 여유를 즐기기 좋다', '주차는 양화공원에 하고 가야함 잔디밭에 돗자리 깔고 누워서 한강과 날씨를 즐기기에 좋음', '사람없구 경치 좋음 데이트 춧천']"
영등포_선유도공원,1,67,1_풍경_자연_강의_양화대교,"['풍경', '자연', '강의', '양화대교', '주변', '힐링', '나무', '아름답', '조망', '유교']","['나무와 꽃들이 어우러져서 한강의 풍경을 한층 돋보이게 하고 여유로운 산책을 하기에 좋은 명소', '자연 친화덕이고 나무 한강조망 힐링하기에는 최고의 장소 입니다,~^^', '푸른 나무와 넓은 잔디밭이 어우러져 여유롭게 걷기 좋으며, 공원 내 산책로가 잘 정비되어 있어 편안하게 걸을 수 있습니다 이 공원은 가까운 위치에 있어 접근성이 좋고, 날씨만 좋다면 부담 없이 산책하기에 완벽한 장소입니다 조용하고 평화로운 분위기 속에서 스트레스를 풀고, 자연과 함께하는 힐링의 시간을 즐길 수 있는 곳입니다']"
영등포_선유도공원,2,62,2_버스_주차장_카페_편의점,"['버스', '주차장', '카페', '편의점', '이용', '주차', '관리', '생각', '입구', '예쁘']","['합정이나 홍대입구에서 버스로 선유도공원 입구 정류장으로 접근하면 편리함 사람이 많지 않아 조용히 돌아다니기 좋으며 조경이 잘되어 있음 공원 내 카페에서 야외 취식 시 몰려드는 비둘기와 참새에 유의할 것', '넓고 산책로가 잘되어있고 시설물들이 독특하고 신기함 사진출사하기에 좋은곳 곳곳에 포토존도 많고 중간에 쉴 수 있는 공간도 마련되어있음 주차장은 양화한강공원 도보 10-15분거리, 버스 잘되어있음 돗자리 가지고와서 휴식을 취하는 사람도 많고 화장실도 관리가 잘되서 편하고 깨끗함 나들이 하기 좋은곳 화장실 화장실 쾌적 깨끗 관리잘됨', '지하철역에서는 생각보다 도보로 거리가있는편입니다 하지만 버스로는 다리바로밑에 정차합니다 선유도내에 카페겸 편의점이있습니다 뷰는 좋지만 카페자체는 그렇게 깨끗하진않습니다']"
영등포_선유도공원,3,54,3_자연_여유_단풍_사진,"['자연', '여유', '단풍', '사진', '처음', '개방', '건너편', '공기', '대중교통', '풍경']","['가을 끝자락 가족나들이로 다녀왔습니다 서울 한복판에서의 자연을 느끼게 잘 꾸며놓으셨네요 코로나 땜인지 날씨 탓인지 사람이 적고 좀 쓸쓸해(', '대중교통이나 승용차로도 접근성도 좋고 작지도 않으면서 경치도 좋은 공원입니다 가을 단풍도 좋습니다 60이 너무게 서울에 살았어도 이런 공원이 있다는 것을 처음 알게 되었습니다', '서울에 살면서 말로만듣고 처음가본 매력만점 공원입니당:-) 많은 나무들과 너른 잔디밭에 여러가지 수생식물과 꽃들, 탁트인 한강풍경까지 정말 최고예요^-^Vvv 자연속에서 여유를 느끼며 쉬어가기 좋은 장소로 강추에요~* 사진찍기 좋은 장소도 곳곳에 많고요']"
영등포_선유도공원,4,32,4_사진_사람_스팟_자주,"['사진', '사람', '스팟', '자주', '국적', '아기자기', '거니', '붐비', '주위', '신비']","['좋아요 사진찍기 좋은곳', '사진찍기 좋은곳 많아요', '어딜 찍어도 감성담긴 사진을 남길 수 있는 곳']"
영등포_선유도공원,5,26,5_벚꽃_예쁘_날씨_코로나,"['벚꽃', '예쁘', '날씨', '코로나', '가을', '휴게', '꽃피', '수국', '개나리', '강도']","['요즘 벚꽃이 예쁘네요^^ 날씨도 따뜻하고 코로나에 힐링이 좀 되네요~', '선유도공원은 처진 벚꽃이 예쁘요 벚꽃이 활짝 폈어요', '벚꽃이 예쁘고 좋네요']"
영등포_선유도공원,6,25,6_도심_심속_만들_아름답,"['도심', '심속', '만들', '아름답', '특별', '관찰', '이국', '역사', '바탕', '아기자기']","['도심중의 가볼만한 공원으로 보임', '도심속 잘 만들어진 공원', '역사를 바탕으로 잘 만들어진 공원']"
영등포_선유도공원,7,24,7_여름_고요_겨울_규모,"['여름', '고요', '겨울', '규모', '벌레', '조용히', '소풍', '사람', '평화', '돌아다니']","['사람이 없는 8시 이후는 굉장히 조용하고 아늑하다 봄이나 가을 즈음에 가면 벌레도 없고 습도도 적당해서 즐겁게 있다 갈 수 있다 여름이나 겨울은 벌레나 날씨가 장애요인이 될 수 있다', ')곳 여름 산책 코스로 내륙 공원보다 100배 더 추천한다 또한 공원 내 나무와 담쟁이덩쿨이 많은것이 이 곳 만의 특징으로써 풀내음 하나는 왠만한 수목원 만큼 마음껏 느낄 수 있다:) 여름에 와도 섬이라 그런지 바람이 꽤 불어서 시원하다, 여름에 돌아다니는걸 극혐하지만 그나마 물가라 산책해도 덜 힘든(', '확실히 겨울이 한적하며 고요하고 사색하기 좋지만 봄과여름에 많은 사람들이 찾아와서 생기는 활기도 좋다']"
영등포_선유도공원,8,22,8_웨딩_촬영_연인_가족,"['웨딩', '촬영', '연인', '가족', '사진', '친구', '날리', '홀로', '여기저기', '가을']","['사진 수업 듣기 위해서 실습 교육하러 간 곳인데 예쁜 포인트가 많아서 돌아다니며 찍기 좋았다 나들이객도 많았고 우리처럼 사진 찍는 사람들도 있었고 듣기로는 웨딩 촬영도 많이 한다고 하더라 앉을 곳도 많고 편의 시설도 잘 되어 있어서 가족이든 커플이든 친구든 누구랑 와도 편하게 놀다가 갈 수 있는 곳 조만간 날 더워지기 전에 또 한번 가고 싶다 사진 찍기 좋은 포인트가 진짜 많다 다만 내가 방문했을 때는 5월 초라서 꽃가루가 진짜 미친듯이 날리고 있었다 알러지가 있는 분들이라면 이 시기는 피하는 게 좋을듯 심각하게 많이 날리고 있다 ㅋㅋ 다시 본론으로', '산책하기도 좋고 사진을 찍기에도 좋은 공원 연인, 가족, 친구들이 찾기에 모두 좋다', '가을 철로 사진 촬영 명소이고 연인들 데이트 장소로 좋고 가족 친구들 나들이 장소로 좋습니다']"
영등포_선유도공원,9,19,9_가족_피크닉_잔디_휴식처,"['가족', '피크닉', '잔디', '휴식처', '편안', '사진', '연인', '돗자리', '대화', '준비']","['사진촬영 하기 좋은 뷰가 많았고 잔디에 앉아 피크닉을 즐길 수 있어 너무좋았습니다 가족나들이 장소로 적극 추천입니다', '가족들과 산책하기 좋은곳', '가족과 산책하기 좋은공']"
영등포_선유도공원,10,18,10_정수장_사용_선유도_설치,"['정수장', '사용', '선유도', '설치', '지역', '시민', '이용', '생태', '시설', '조성']","['신선이 노닐던 선유봉이었다 섬이 아니었고 한강 남쪽에 붙어있던 지역이었다 여의도 개발을 위해 바위와 흙을 캐면서 섬이 되었다 이후 용산 지역 주민을 위한 정수장으로 개발되었다 이제는 공원으로 바뀌었다 한강 남쪽에 설치된 선유교를 걸어서 들어갈 수 있다 한적한 곳이라 기분좋게 산책할 수 있다 나루 카페테리아 2층 건물에서 차 한 잔을 하며 한강 풍광을 차분히 즐길 수도 있다 양화대교 출입구쪽 선유도 이야기 전시관을 꼭 들러보길 추천한다 Seoul My Soul 화장실 인포메이션 센터 건물 내에도 있고, 별도 화장실 건물도 있으니 불편함이 없다', '한강 중하류에 있는 조그만 바위섬이었는데 일본합방시대에 한강의 홍수로 제방을 축조하느라고 암석을 폭파하여 사용하고 해방이후에는 양화대교가 지나고 수도정수장을 설치하여 자연경관이 훼손되었는데 2002년에 정수장 을 해체이전하고 선유도공원으로 개장한후 사시사철 서울시민의 접근하기가 좋은 근린공원이 되었다 한강공원에서 텐트를 설치하고 야영장으로 사용하는것이 보기에 좋지않은 풍경 이다', '* 선유도 가을 단풍과 산책, 노을하늘, 한강뷰 서울시 영등포구 양화동에 소재하는 한강의 하중도 선유도는 본래 선유봉이라는 작은 봉우리 섬으로 일제강점기 때 한강의 홍수를 막고, 길을 포장하기 위한 암석을 얻기 위해 봉우리를 깍아 암석을 채취하던 섬이다 선유도는 1978년부터 200년까지 서울 서남부 지역에 수돗물을 공급하는 정수장이 설치되어 사용되다가 200년 12월 폐쇄된 뒤, 서울특별시가 164억 원을 들여 공원으로 조성하였다 선유도공원에는 한강을 바라보면서 공원을 이용할 수 있도록 양평동 한강시민공원 양화지구와 선유도를 잇는 너비 4∼14m, 길이 469m의 보행전용 교량 선유교가 설치되어 있다']"
영등포_선유도공원,11,16,11_양화_양화대교_선착장_정류장,"['양화', '양화대교', '선착장', '정류장', '장애', '접근성', '올라가', '정문', '미리', '휴식']","['양화대교 중간 선유도 공원 버스 정류장 있음 친환경 공원', '양화대교 버스 정류장에서 가까이 접근성좋은 공원 벚꽃이 만발하여 힐링하기 좋은곳 ~♡♡ 선유도 공원 봄 가족나들이 코스로 최상의 공원 입니다', '1) 자차로는 양화한강공원 주차장(양화1주차장, 양화2주차장)에 차를 대놓고 걸어서 양화대교 기둥에 설치된 엘리베이터를 타고 올라가서 양화대교를 걸어서 건너 선유도공원 정문으로 가거나, 2) 양화선착장 앞에 있는 양화3주차장이나 선착장주차장에 차를 대고 한강공원 선유교보행육교를 걸어올라가서 선유도공원내 선유도전망대로 바로 진입하는 방법이 있다 여기는 안에서 먹는 거 파는 편의점 같은게 없으니 필요한 거는 미리 싸서 가는게 좋다 주차를 못한다는 곳만 빼면']"
영등포_선유도공원,12,16,12_야간_심속_조망_스팟,"['야간', '심속', '조망', '스팟', '코스', '아름답', '도심', '사진', '', '']","['걷기 좋고 사진 스팟이 의외로 많음', '야간산책도 참 좋은듯', '한적하게 산책과 조망을 할수있는 도심속의 휴양지 입니다']"
