Park_nm,Topic,Count,Name,Representation,Representative_Docs,sentiment_label,sentiment_score
중랑_중랑캠핑숲중랑가족캠핑장,1,56,1_캠핑_핑장_사이트_가능,"['캠핑', '핑장', '사이트', '가능', '즐기', '화장실', '바베큐', '주변', '거리', '주차']","['도심속에서 가족과 간단한 캠핑을 즐기기엔 괜찮은것 같아요 캠핑용 모든 장비의 대여도 가능하기때문에 참 좋은것 같아요~', '장점: 도심에 위치해서 접근성이 좋음, 사이트 바로 옆에 주차 가능, 시설이 잘 관리되어 깔끔하고 깨끗함 단점: 좁은 사이트간격, 행랑객들이 많아서 새벽까지 시끄러움, 오전11시 퇴실이라 아침에 여유가 없음, 화장실이 빈약함, 오후 7시에 매점을 닫음 총평: 술먹고 놀기 위한 야영장', '서울 시내 공원에 위치한 캠핑장, 시설도 좋고 관리도 잘 되는 편 사이트 안쪽에도 화장실과 개수대 시설은 추가로 있으며, 올해 리모델링해 시설도 깨끗합니다 사이트 간격은 좁은 편이나 바로 옆 주차 가능하며 도심속 공원 등의 이유로 장작사용은 불가능합니다']",긍정,0.9352890849113464
중랑_중랑캠핑숲중랑가족캠핑장,4,12,4_친절_둘러쌓_편리_나쁘,"['친절', '둘러쌓', '편리', '나쁘', '특히', '부족', '전기', '분위기', '주차', '장소']","['다섯식구에게 공간적으로 부족한 점은 없었고 시설도 나쁘지 않았습니다', '시설도 좋고 모두가 친절해서 좋았어요', '시설 관리도 잘 되어있고, 관리해 주시는 분들도 친절합니다']",긍정,0.9832016825675964
etc_북한산국립공원,0,207,0_북한_명산_시내_전망,"['북한', '명산', '시내', '전망', '도시', '축복', '접근', '바위', '도심', '장소']","['예년의 북한산 국립공원이 아닌거 같아 서글펐습니다', '북한산은 가보면 안다 너무 좋다', ""수도권 어디에서도 접근이 용이한 교통체계와 거대한 배후도시로 연평균 탐방객이 500만에 이르고 있어, '단위 면적당 가장 많은 탐방객이 찾는 국립공원'으로 기네스북에 기록되어 있다 북한산국립공원은 세계적으로 드문 도심 속의 자연공원으로, 수려한 자연경관과 다양한 문화자원이 있어 우리나라의 15번째 국립공원으로 지정되었다 북한산은 산지 전체가 도시지역으로 둘러싸여 생태적으로는 고립된 '섬' 이지만, 도시지역에 대한 '녹색허파'로서의 역할을 훌륭히 수행하며, 수도권 주민들의 자연 휴식처로 크게 이용되고 있다""]",긍정,0.9188247323036194
etc_북한산국립공원,1,175,1_올라가_운동_힘들_도심,"['올라가', '운동', '힘들', '도심', '공기', '가볍', '항상', '사람', '험하', '재밌']","['재밌고 올라가는데에는 운동화만 신고 올라가도 아무 문제없어요 참고로 정상 입니다', '올라가는 길은 험해요', '정릉코스 너무돌이 많아 올라가기가 힘들어요']",중립,0.7217524647712708
etc_북한산국립공원,3,86,3_도시_전망_자연_산책로,"['도시', '전망', '자연', '산책로', '방문', '공기', '세계', '감상', '물소리', '접근']","['멋진 전망을 갖춘 아름다운 공원입니다 자연 속에서 시간을 보내기에 좋은 곳입니다 다양한 난이도의 여러 가지 경로가 있습니다', '훌륭한 산책로와 도시의 좋은 전망 트레일링과 하이킹을 즐길 수 있고 자연의 아름다움을 감상할 수 있는 놀라운 공원입니다 공원은 깨끗하고 넓습니다', '훌륭한 산책로, 최고의 인프라, 도시의 놀라운 전망은 꼭 방문해야 할 곳입니다']",긍정,0.9823570251464844
etc_북한산국립공원,4,21,4_성문_하산_바위_가족,"['성문', '하산', '바위', '가족', '청수', '우이동', '북한', '사모', '대동문', '보국']","['♤북한산 등산코스 백운대코스 소귀천코스 구기터널 비봉,사모바위,승가사 대나문 ♤북한산 둘레길 정릉 보국문 국민대옆 평창동길 3둘레길', '설악산과 한라산은 못~가 보았는데 서울과 경기도에 인접한 북한산에 비봉 사모바위 쪽~두리봉 대동문 대남문 등등 유명한 사찰 승가사 삼천사 진관사 등등 연인과 친구와 같이 가시길 대한민국 모든 분에게 추천합니다', '늘상 집 주변의 가까운 정릉 청수장~대성문~대동문~동장대~북한산대피소~북한산성입구 코스를 좋아합니다']",긍정,0.9727592468261719
etc_북한산국립공원,5,14,5_소요_도착_우이동_완주,"['소요', '도착', '우이동', '완주', '일출', '챙기', '선사', '출발', '안내소', '일정']","['나는 800m 정상까지 오르는 4~5시간 걷기를 선택했습니다 현장에 도착하면 안내소에 들러 영어로 된 지도를 받으세요 거기에서 귀하가 이용 가능한 시간에 따라 여행 일정을 조언해 드립니다', '총 소요시간 식사 및 사진 휴식 포함해서 3시간 40분 소요되었네요 풍경이 너무 아름답고 즐거웠던 코스였습니다 진관사 - 응봉 - 비봉 - 향로봉 코스로 다녀왔습니다', '백운대 정상에 도착하면 백운대 안내소를 따라 2시간 만에 우이동 출구까지 완주하세요 우이동 입구를 이용하거나 체력이 많이 부족한 분들을 위해 준비했습니다 정릉 입구에서는 정상까지 보통 4시간이 걸립니다']",긍정,0.8559710383415222
영등포_선유도공원,1,67,1_풍경_자연_강의_양화대교,"['풍경', '자연', '강의', '양화대교', '주변', '힐링', '나무', '아름답', '조망', '유교']","['나무와 꽃들이 어우러져서 한강의 풍경을 한층 돋보이게 하고 여유로운 산책을 하기에 좋은 명소', '자연 친화덕이고 나무 한강조망 힐링하기에는 최고의 장소 입니다,~^^', '푸른 나무와 넓은 잔디밭이 어우러져 여유롭게 걷기 좋으며, 공원 내 산책로가 잘 정비되어 있어 편안하게 걸을 수 있습니다 이 공원은 가까운 위치에 있어 접근성이 좋고, 날씨만 좋다면 부담 없이 산책하기에 완벽한 장소입니다 조용하고 평화로운 분위기 속에서 스트레스를 풀고, 자연과 함께하는 힐링의 시간을 즐길 수 있는 곳입니다']",긍정,0.9819349050521851
영등포_선유도공원,3,54,3_자연_여유_단풍_사진,"['자연', '여유', '단풍', '사진', '처음', '개방', '건너편', '공기', '대중교통', '풍경']","['가을 끝자락 가족나들이로 다녀왔습니다 서울 한복판에서의 자연을 느끼게 잘 꾸며놓으셨네요 코로나 땜인지 날씨 탓인지 사람이 적고 좀 쓸쓸해(', '대중교통이나 승용차로도 접근성도 좋고 작지도 않으면서 경치도 좋은 공원입니다 가을 단풍도 좋습니다 60이 너무게 서울에 살았어도 이런 공원이 있다는 것을 처음 알게 되었습니다', '서울에 살면서 말로만듣고 처음가본 매력만점 공원입니당:-) 많은 나무들과 너른 잔디밭에 여러가지 수생식물과 꽃들, 탁트인 한강풍경까지 정말 최고예요^-^Vvv 자연속에서 여유를 느끼며 쉬어가기 좋은 장소로 강추에요~* 사진찍기 좋은 장소도 곳곳에 많고요']",긍정,0.981333315372467
영등포_선유도공원,5,26,5_벚꽃_예쁘_날씨_코로나,"['벚꽃', '예쁘', '날씨', '코로나', '가을', '휴게', '꽃피', '수국', '개나리', '강도']","['요즘 벚꽃이 예쁘네요^^ 날씨도 따뜻하고 코로나에 힐링이 좀 되네요~', '선유도공원은 처진 벚꽃이 예쁘요 벚꽃이 활짝 폈어요', '벚꽃이 예쁘고 좋네요']",긍정,0.9707618951797485
영등포_선유도공원,6,25,6_도심_심속_만들_아름답,"['도심', '심속', '만들', '아름답', '특별', '관찰', '이국', '역사', '바탕', '아기자기']","['도심중의 가볼만한 공원으로 보임', '도심속 잘 만들어진 공원', '역사를 바탕으로 잘 만들어진 공원']",긍정,0.9554336667060852
영등포_선유도공원,7,24,7_여름_고요_겨울_규모,"['여름', '고요', '겨울', '규모', '벌레', '조용히', '소풍', '사람', '평화', '돌아다니']","['사람이 없는 8시 이후는 굉장히 조용하고 아늑하다 봄이나 가을 즈음에 가면 벌레도 없고 습도도 적당해서 즐겁게 있다 갈 수 있다 여름이나 겨울은 벌레나 날씨가 장애요인이 될 수 있다', ')곳 여름 산책 코스로 내륙 공원보다 100배 더 추천한다 또한 공원 내 나무와 담쟁이덩쿨이 많은것이 이 곳 만의 특징으로써 풀내음 하나는 왠만한 수목원 만큼 마음껏 느낄 수 있다:) 여름에 와도 섬이라 그런지 바람이 꽤 불어서 시원하다, 여름에 돌아다니는걸 극혐하지만 그나마 물가라 산책해도 덜 힘든(', '확실히 겨울이 한적하며 고요하고 사색하기 좋지만 봄과여름에 많은 사람들이 찾아와서 생기는 활기도 좋다']",긍정,0.9050114154815674
영등포_선유도공원,9,19,9_가족_피크닉_잔디_휴식처,"['가족', '피크닉', '잔디', '휴식처', '편안', '사진', '연인', '돗자리', '대화', '준비']","['사진촬영 하기 좋은 뷰가 많았고 잔디에 앉아 피크닉을 즐길 수 있어 너무좋았습니다 가족나들이 장소로 적극 추천입니다', '가족들과 산책하기 좋은곳', '가족과 산책하기 좋은공']",긍정,0.9928188920021057
영등포_선유도공원,10,18,10_정수장_사용_선유도_설치,"['정수장', '사용', '선유도', '설치', '지역', '시민', '이용', '생태', '시설', '조성']","['신선이 노닐던 선유봉이었다 섬이 아니었고 한강 남쪽에 붙어있던 지역이었다 여의도 개발을 위해 바위와 흙을 캐면서 섬이 되었다 이후 용산 지역 주민을 위한 정수장으로 개발되었다 이제는 공원으로 바뀌었다 한강 남쪽에 설치된 선유교를 걸어서 들어갈 수 있다 한적한 곳이라 기분좋게 산책할 수 있다 나루 카페테리아 2층 건물에서 차 한 잔을 하며 한강 풍광을 차분히 즐길 수도 있다 양화대교 출입구쪽 선유도 이야기 전시관을 꼭 들러보길 추천한다 Seoul My Soul 화장실 인포메이션 센터 건물 내에도 있고, 별도 화장실 건물도 있으니 불편함이 없다', '한강 중하류에 있는 조그만 바위섬이었는데 일본합방시대에 한강의 홍수로 제방을 축조하느라고 암석을 폭파하여 사용하고 해방이후에는 양화대교가 지나고 수도정수장을 설치하여 자연경관이 훼손되었는데 2002년에 정수장 을 해체이전하고 선유도공원으로 개장한후 사시사철 서울시민의 접근하기가 좋은 근린공원이 되었다 한강공원에서 텐트를 설치하고 야영장으로 사용하는것이 보기에 좋지않은 풍경 이다', '* 선유도 가을 단풍과 산책, 노을하늘, 한강뷰 서울시 영등포구 양화동에 소재하는 한강의 하중도 선유도는 본래 선유봉이라는 작은 봉우리 섬으로 일제강점기 때 한강의 홍수를 막고, 길을 포장하기 위한 암석을 얻기 위해 봉우리를 깍아 암석을 채취하던 섬이다 선유도는 1978년부터 200년까지 서울 서남부 지역에 수돗물을 공급하는 정수장이 설치되어 사용되다가 200년 12월 폐쇄된 뒤, 서울특별시가 164억 원을 들여 공원으로 조성하였다 선유도공원에는 한강을 바라보면서 공원을 이용할 수 있도록 양평동 한강시민공원 양화지구와 선유도를 잇는 너비 4∼14m, 길이 469m의 보행전용 교량 선유교가 설치되어 있다']",긍정,0.8439009189605713
영등포_선유도공원,12,16,12_야간_심속_조망_스팟,"['야간', '심속', '조망', '스팟', '코스', '아름답', '도심', '사진', '', '']","['걷기 좋고 사진 스팟이 의외로 많음', '야간산책도 참 좋은듯', '한적하게 산책과 조망을 할수있는 도심속의 휴양지 입니다']",긍정,0.9809712767601013
영등포_선유도공원,14,15,14_자연_구조_훼손_편히,"['자연', '구조', '훼손', '편히', '변신', '친화', '여유', '힐링', '나누', '기존']","['자연친화적이고 데이트하기 좋은곳', '한적하게 담소나누며 자연의 여유로움을 느끼기에 적합한 곳', '기존의 구조와 자연을 훼손하지 않은 아름다운 장소입니다']",긍정,0.9780158400535583
한강_광나루한강공원,0,105,0_주차_기분_추천_강아지,"['주차', '기분', '추천', '강아지', '휴식', '최고', '나무', '주말', '모래', '일찍']","['광나루 공원 아이들놀이터 걷기 드론날리기 장소까지 즐거운 곳 놀이터 아가들 체력단련 놀이터 가 있어요 반려견 동반 환경 강아지와 함께 걷기~ 피크닉 구역 봄날 햇볕 좋은날 김밥에 과일 조금 해서 한강 구경가기 추천~', '준비물 필요없이 산책 걷고 달리고 자전거 족구 농구 배구 축구 배드민턴 연날리기 체육시설 식음료 모든게 갖춰진 서울의 자랑거리 일상 스트레스는 시원한 강바람에 날려가고 한강변 잔디밭에 앉은 가족과 친구와 이웃과는 건강의 자리이자 행복의 광장', '늦게가서 주차는 못했어요 놀이터도 큰 편이고 그물망이 되어 있어 아이들이 좋아하더라구요 특히 모래놀이가 특히 잘되어 있는 것 같아요 모래만 모아 놓은 곳 안에 수돗물 나오는 곳도 있어서 모래로 하고 싶은건 왠만하면 다 할 수 있을 것 같아요 장애인도 쓸 수 있는 그네는 처음 봤었는데 그네 무서워 하는 애들은 좋을 것 같아요 바로 옆에 (가을이라 운영은 안했지만)수영장도 있고 드론운동장 도 있더라구요 그 앞에 나무도 가지런하게 있어서 사진찍으면 예쁘게 나오는 것 같아요 장미꽃을 길 따라서 심어 놓았는데 장미 피는 시기에 가면 좋을 것 같아요 또 조금만 걸어가면 한강이 있어서 좋았어요 추석 연휴에 아이들이랑 같이 갔어요 주차장이 무료로 제공되었는데']",긍정,0.8822674751281738
한강_광나루한강공원,1,46,1_주차장_여의도_생태_다양,"['주차장', '여의도', '생태', '다양', '거리', '라이', '나무', '지역', '조성', '하늘']","['주차장이 있어 들어갔는데 여의도처럼 잔디있고 바로 앞에 한강있고 이런게 아니라 운동트랙이 있다 거의 동네주민이 조깅을 하려고 있는 한강공원이다', '또한 카페, 편의점, 자전거대여, 수영장, 축구장, 테니스장, 생태숲 등이 있습니다 이 한강공원의 좋은 점은 나무와 다리 아래 그늘이 많다는 점이에요 천호역이나 암사역에서 걸어서 갈 수 있는 거리입니다', '12개한강시민공원 중 광나루 한강 시민공원은 서울시의 유일한 상수원 볼호구역으로 각종 수상레저활동이 금지되어있는 물이맑고 깨끗한 지역이다 한강 상류로 부터 유입된 토사가 퇴적되어 자연스럽게 형성된 모래톱과 대규모 갈대군락지로 자연 그대로의 한강모습을 잘 유지하고 있는 곳이다']",긍정,0.9475826621055603
구로_고척근린공원,1,48,1_도서관_체육_놀이터_주민,"['도서관', '체육', '놀이터', '주민', '근린공원', '센터', '놀이', '수영장', '광장', '주차장']","['넓은 공간과 다양한 편의시설, 도서관, 체육센터 등이 함께있어 인근 지역 주민들에게는 너무도 좋은 장소입니다', ""그리고 도서관도 있는데 넓고 참 좋아요 책도 많구 매점도 있구용 ㅎㅎ 공원 입구 건너편에는 ' 두둥 ' 소공원도 있어요 ~ : - ) 소공원안에는 배드민턴장과 놀이터가 있는데 놀이터 새로 만들었더라구요 ㅎㅎ 고척근린공원 참 좋은거같아요 피아노 , 요가 , 베드민턴 , 농구등 여러가지있어서 좋더라구요 : ) 운동기구도 여러가지 있고 공연장도 있답니다 ~ 공연장에서 여름엔 에어로빅도 해요 ㅋㅋ 놀이터도 참 좋더라구요 👍 또 공원 안에 걷기길도 있어서 걷기 참 좋아요 저는 항상 이 공원 갈때마다 생각합니다 : -) 고척근린공원이 제 집 근처 있어서 참 좋다 , 다행이다 라는 생각들이 나곤합니다 ❤ 저녁에 공원 가면 선풍기가 필요없죠 ㅎㅎ 바람이 선선하게 불어옵니다 공원안에는 축구장 , 농구장이 당연히 있구요 체육…"", '고척도서관과 함께 축구장, 테니스장, 농구장, 무대, 놀이터, 산책로, 공용주차장, 구민체육센터가 함께 있어 두루 즐길 수 있어 좋은 공원']",긍정,0.9792706966400146
구로_고척근린공원,2,31,2_경사_놀이_코스_놀이터,"['경사', '놀이', '코스', '놀이터', '불편', '모래', '행사', '어르신', '시장', '도서관']","['어릴때부터 가서 친숙해요~ 작고 아담해요^^ 산책로 경사가 좀 힘들긴한데 운동이다생각하면 괜찮아요', '주차장 완비 도서관 있구 그냥 어린이를 위한 놀이터', '어린이날 행사로 첨 가봤는데 놀이터도 있고 도서관도 있고 괜찮은거 같아요']",긍정,0.8643212914466858
한강_여의도한강공원,2,54,2_한국_빌딩_주차장_시민,"['한국', '빌딩', '주차장', '시민', '외국인', '대표', '볼거리', '대중교통', '스팟', '선착장']","['자전거를 대여해서 탈 수 있고 천천히 걸으며 산책하기에도 좋다 서울의 상징적인 건축물 중 하나인 63빌딩과 남산타워, 국회의사당을 모두 볼 수 있는 좋은 위치의 공원이다 한강을 바라보면서 편안하게 쉴 수 있는 잔디밭, 벤치가 있고 간단히 식사를 할 수 있는 편의점과 패스트 푸드점이 있고, 유람선을 탈 수 있는 선착장이 있다', '서울여의도,에세는매년3,4월이면,63빌딩에세,한강을바라보면서,여의도을거쳐 서강대교지나,국회의사당을지나,윤중로거리지나,KBS방송국본관을지나고,여의도성모병원을지나면,바로63빌딩까지,벗꽃축제가열리고있읍니다,많이들오셔서구경하시면,좋아요,오시는길은전국에서,기차와,지하철,뻐스타고,여의도나루터역에서내리시면됩니다,63빌딩에서한바퀴도는,거리는총3,4킬로되며,걸어서,1시간30분정도걸립니다,연인과,가족나들에는,참,좋아요', '편의점 주차장 화장실 간이샤워시설에 선착장 선상카페 탁트인 공원 가까이에 63빌딩 가족이나 단체 모임하기 너무 좋아요 ^^ 220917 기존 남녀화장실중 몇개는 여성전용화장실로 변경됨, 간만에 마라톤대회로 여의나루역 옆에 주차장이 금방 만차됨, 이 경우 63빌딩 아래 한강주차장에 주차하는게 좋음']",긍정,0.8536121845245361
한강_여의도한강공원,3,19,3_벚꽃_축제_만개_방문,"['벚꽃', '축제', '만개', '방문', '여의', '날리', '인근', '들어가', '빨리', '시즌']","['벚꽃놀이 사람이 너무 많아서 여의도 들어가는 시간만 1시간 걸렸네요 물론 벚꽃은 이뻤어요(4월 6일 방문)', '벚꽃도 예쁘게 펴있고 나들이 가기 좋은 공원 벚꽃 시즌에 방문해서인지 사람이 참 많았다', '벚꽃축제하는 날이라 사진을 찍어보고 떨어지는 벚꽃잎을 봤어요']",중립,0.6460120677947998
강서_우장산공원,0,38,0_장소_가볍_코스_공기,"['장소', '가볍', '코스', '공기', '기분', '센터', '주변', '저녁', '편하', '아침']","['산책하기 딱 좋은 장소입니다', '산책하고 운동하기 좋은 장소예요 ^^', '매일 산책하는 장소입니다']",긍정,0.9849879145622253
강서_우장산공원,1,30,1_정상_반려_코스_화장실,"['정상', '반려', '코스', '화장실', '둘레길', '환경', '이용', '나무', '곳곳', '축구장']","['트랙이 축구장이 보이는 아웃코스 말고 산 정상쪽에 인코스와 산림욕코스가 있습니다', '우장산 몇번가봤지만 여기는 운동하기좋은곳입니딘 운동기구도중간중간에 놓여있고 걷다보면쉴수있는 의자도 있고 맨발걷기코스도있고 푹신한길도 걷고쭉 걷기 좋은길이라 운동하기 도심에 있는곳이라 너무 좋음 화장실 화장실도 갈끔하니좋음 반려견 동반 환경 반려견 산책하기도좋음 피크닉 구역 김밥이나 과일 차 싸들고 운동하로가기 너무좋은곳', '맨발걷기 장소도 있고 운동기구가 많이있어 주민들의 많은 호응이있습니다 놀이터 현재공사중이나 축구장과 배드민트 장과 테니스 장은 사용가능합니다 화장실 깨끗한 화장실이 있어요 반려견 동반 환경 반려견도 같이 운동하고 있어도되요 피크닉 구역 피크닉 구역은 따로 마련되어있어요']",긍정,0.9785937070846558
강서_우장산공원,2,29,2_수영장_놀이터_강서구_동네,"['수영장', '놀이터', '강서구', '동네', '도심', '화장실', '조명', '사계절', '근린공원', '단풍']","['강서구 중앙에 위치해 접근하기 좋고 운동하기 좋은듯', '좋아요, 요즘 수영장 뗌에 자주 가요~ 주차 자리가 항상 없지만 수영장이 좋아서 가게되요', '강서구 화곡동 일대 주민들이 즐겨 찾는 동네산으로 오래된 숲이 좋습니다 화장실 화장실을 뭘 설명하라는건지']",긍정,0.9396141171455383
도봉_서울창포원,0,349,0_가족_공기_장소_가을,"['가족', '공기', '장소', '가을', '관리', '예쁘', '공간', '날씨', '주차', '둘레길']","['가을을 한껏 느낄수 있어서 예쁘긴 한데', '주차는 어렵지만 가족나들이로 좋은듯', '무난하게 예쁘고 사람도 적당히있어서 천천히 구경하기 매우좋습니다 바로옆에도 구경거리가 있어서 근처에서 온 김에 오기엔 괜찮습니다 관리는 적당히 잘 되는거같고 생각보다 넓지않아서 다 둘러보는데 10분정도면 가능합니다']",긍정,0.861079752445221
도봉_서울창포원,1,46,1_식물_창포_조성_정원,"['식물', '창포', '조성', '정원', '공간', '다양', '학습', '나무', '접근성', '습지']","['꽃들이 많이피고 산책코스와 베를린장벽도 관람할수,평화문화진지,창포,습지원등 다양한 식물,연못등 볼거리 많어요', '산책 하기좋아요 여러가지 식물들이 있어 가볼만한 곳', '도봉지하철역 바로뒤편에 있어 접근성이 좋고 창포뿐만 아니고 각종 식물들을 심어 놓아 자연학습에 좋은곳 인근에 평화문화진지와 다락원 체육공원이 있어 한번에 돌아봐도 좋다']",긍정,0.9836874008178711
도봉_서울창포원,2,40,2_피크닉_자연_수목원_구역,"['피크닉', '자연', '수목원', '구역', '주변', '전망대', '체육', '소풍', '편안', '장소']","['피크닉 구역 곳곳에 벤치와 산책하기에 좋은 숲길이 있습니다 도봉산역 옆에 있는 공원으로 정원과 호수가 잘 어우러져 휴식처로 추천합니다', '전망대도있고 산채과피크닉에 좋은곳,식물들이 잘가꾸어져있고 연못이 있어요~ 반려견 동반 환경 반려견동반가능하고 피크닉하기좋아요~ 피크닉 구역 잔디밭이나 큰나무아래 돗자리깔고 하시면될듯', '화장실 깨끗한 피크닉 구역 환경 친화적 매우 넓고 편안한 공원입니다']",긍정,0.9847103953361511
도봉_서울창포원,5,14,5_근교_풍경_지역_자연,"['근교', '풍경', '지역', '자연', '마음', '보이', '둘레길', '도봉산', '주변', '접근성']","['도봉산역2번출구로 나오면 약 50m 떨어진 곳에 서울둘레길안내센터가 있고, 여기에서 서울둘레길 완주 인증도 받을 수 있으며, 2층에 북카페 및 주변에 서울창포원 넓은 정원이 있어 쉬어가기에 안성맞춤인 곳이다', '서울근교 깨끗한 환경과 자연 경치 참 아름답고 누구랑가든 마음편히 힐링 하는공원', '서울 중심권에서의 접근성은 좀 떨어지는 편이나 전철 동봉산역을 가까이 두고있어 방문하기에 큰 불편은없는곳이다 지역주민들의 사랑을 듬북받고있는 창포원 수백종의 식물과 나무들이 어우려져 가족동반 나들이히기에 최적인 장소이다 서울북부에 위치한 창포원 규모는 그리 큰편은 아니지만 주변에 도봉산과 수락산의 뛰어난 조망과 함께하고 있어 공기도 맑고 풍경이 가히일품이다']",긍정,0.9010657072067261
도봉_서울창포원,6,14,6_어린이_무료_놀이터_전망대,"['어린이', '무료', '놀이터', '전망대', '체육', '추천', '잔디밭', '사진', '장소', '주변']","['아직 잘 알려지지 않았지만 계속해서 사람들이 늘고 있음 어린이 물놀이타가 공짜 주변에 푸른 잔디밭도 있고 매우 좋음', '산책하기에 참좋은곳이구요 주변에있눈 다락원 체육시설이있어 어린이와 꼭 험께 다녀가고 싶은 곳입니다', '어린 초등생 자연공부 4계절 및 전망대 옆으로 대전차 방어건물 안보교육장소와 축구장,게이트볼장등 자주이용 하고싶은 장소예요']",긍정,0.9611830711364746
한강_난지한강공원,0,102,0_야구장_라이_가족_가을,"['야구장', '라이', '가족', '가을', '전망', '규모', '피크닉', '하늘', '코스', '방문']","['라이딩중에 휴식하고 목 축이기좋은 장소입니다', '가족들과 피크닉하기 좋은 장소임', '난지야구장, 난지캠핑장 야외 수영장, 하늘공원까지 세트로 경험 가능']",긍정,0.9901732206344604
한강_난지한강공원,2,22,2_피크닉_강변_구역_월드컵,"['피크닉', '강변', '구역', '월드컵', '하늘', '도로', '최고', '자연', '핑장', '거닐']","['여긴 코로나만 괜찮아지믄 캠핑장에서 노지캠핑느낌으로 고기궈먹고 한강 감상 및 요트나 윈드서핑등 각종 레져 선수들 장비나 훈련 모습구경가능해요 텐트치고 한강에서 노는건 정말 포근한 느낌을주고, 아이들 자전거 서킷도 있고 흙장난할수있는 큰 흙놀이터도 구비되어있어요 공원규모가 꽤크니 주차시 즐기실 용도에 맞추어서 근처에 주차하심을 추천드려요', '규모부터 비교할 곳이 없을 정도로 크고 시설들도 끝내주며 볼거리도 다양하고 자연과 어우러져 큰 한강을 끼고 있는 난지공원은 그냥 거닐기만해도 힐링이 되는 최고의 공간이다 특히 바로 옆에는 하늘공원, 노을공원과 월드컵 경기장 그리고 문화비축기지까지 끼고 있어 안그래도 큰 규모가 더욱더 커서 아침 일찍 자리를 잡고 천천히 자연을 만끽하면 이런 장소들을 돌아본다면 이만한 휴식이 없을 정도로 최고다 각종 스포츠 시설들과 캠핑장까지 있는 난지한강공원', '단지 난지한강공원 자체를 즐기러 가는 것도 좋지만, 그 주변에 있는 하늘공원, 서울월드컵경기장 등 다른 공원/시설들과 함께 코스에 넣어 즐긴다면 좀 더 효율적이고 알찬 경험을 할 수 있을 것입니다 개인적인 팁을 적자면, 따뜻한 계절에 방문하시는 분의 경우 주변 공원을 거닐다 보면 가족이 함께 나와 피크닉을 즐기는 것을 쉽게 볼 수 있는데, 이런 따뜻한 광경을 쉽게 볼 수 있다는 점이 이 장소의 또다른 장점이라고 생각합니다 한강과 함께 조화를 이루고 있는 수풀은 굉장히 아름다우며, 강변을 따라 천천히 거닐며 주변의 분위기를 느끼는 일 또한 즐거운 일입니다']",긍정,0.8508458137512207
송파_올림픽공원,1,112,1_자연_도심_휴식_힐링,"['자연', '도심', '휴식', '힐링', '역사', '사계절', '전망', '공간', '산책로', '사람']","['도심속 아름다운 자연공간이 일품인 장소', '잘아시죠 올립픽공원은 도심속에 휴식공간', '도심속의 자연을 느낄수 있어 좋다']",긍정,0.9739838242530823
송파_올림픽공원,2,83,2_평화_대표_올림픽_시내,"['평화', '대표', '올림픽', '시내', '최고', '자연', '시설', '축복', '분위기', '방문']","['아이들을 데리고 서울 시내의 자연을 즐길 수 있는 최고의 장소 중 하나', '공원은 규모가 크며 아름다운 산책로, 조각품, 평화로운 녹지가 있습니다 휴식을 취하거나 사진을 찍거나 분위기를 즐기기에 좋은 장소입니다 우리는 서울올림픽공원을 방문하여 자연, 예술, 역사가 어우러지는 것을 정말 즐겼습니다', '- 올림픽공원 세계평화의 문: 79피트 높이의 랜드마크 문으로 그 아래에는 영원한 불꽃인 평화의 횃불이 있어 민족의 화합과 화합을 상징합니다 오늘날에도 많은 스포츠 시설이 여전히 다양한 스포츠 행사에 사용되고 있으며 이곳에서는 일년 내내 많은 축제가 열립니다 이 조경 공원은 1988년 하계 올림픽을 개최하기 위해 건설되었습니다']",긍정,0.9677624106407166
송파_올림픽공원,3,48,3_자전거_피크닉_반려_즐기,"['자전거', '피크닉', '반려', '즐기', '동반', '사람', '환경', '장소', '구경', '잔디밭']","['놀이터 큰 지역 반려견 동반 환경 개에게 좋다 이 공원은 도심에서 벗어나 하이킹과 산책을 즐기기에 완벽한 곳입니다 많은 지역 주민들이 산책, 피크닉, 자전거 타기를 즐깁니다', '경비원 출입 금지 화장실 깨끗하고 편안해요 반려견 동반 환경 나는 주변에 개 몇 마리를 보았다 피크닉 구역 잠깐 앉을 수 있는 작은 매트를 가져왔어요 놀이터 깨끗하고 친절한 자연이지만, 아이들은 운동장 안에서 놀 수 없습니다 올림픽 공원은 자전거, 피크닉, 산책을 즐기기에 최고예요', '원래는 그냥 산책만 하고 싶었는데, 공원이 이렇게 넓고 아름다울 줄은 몰랐어요 벚꽃철과 가을에는 더욱 아름다울 거예요 가족과 함께 잔디밭에서 피크닉을 하거나, 햇볕을 즐기거나, 자전거를 탈 수도 있습니다']",긍정,0.9113398194313049
송파_올림픽공원,4,46,4_장소_아침_최고_힐링,"['장소', '아침', '최고', '힐링', '코스', '날씨', '가족', '엄지', '단점', '운동화']","['아침 산책코스 선거후 오후에,', '도심 한가운데서 힐링할 수 있는 장소~', '공원산책 장소로는 최고ᆢ']",긍정,0.9095573425292969
송파_올림픽공원,5,36,5_최적_장소_저녁_일상,"['최적', '장소', '저녁', '일상', '햇살', '변화', '매년', '비추', '아름답', '인상']","['운동 산책에 최적화된 곳', '애견과 산책하기에 최적의 장소', '산책하기 최적의 장소']",긍정,0.9689924120903015
